date,platform,campaign_id,adset_id,ad_id,campaign_name,adset_name,ad_name,spend,impressions,clicks,conversions,country,objective,campaign_clean,audience,creative_type,year,month
2023-12-19,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,65.78,11499,191,6,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-20,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,25.06,4212,59,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-21,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,36.59,8298,153,4,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-22,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,19.2,3118,40,0,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-23,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,88.13,18114,154,3,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-24,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,44.57,5004,96,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-25,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,23.5,4560,75,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-26,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,26.14,5174,101,1,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-27,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,79.81,10586,113,1,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-28,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,78.76,10591,211,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-29,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,41.87,5810,66,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-30,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,85.16,11271,94,3,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-12-31,Facebook,FA1022,AS50039,AD900060,ITA-conv.||evergreen sales,IT  feed -_rtgt30_v2,evergreen sa|ad | 300x250,54.96,7321,95,2,IT,Conversion,Always On Sales,Retargeting,banner,2023,12
2023-10-01,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,74.01,11377,123,2,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-02,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,78.68,15566,292,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-03,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,60.25,10722,108,4,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-04,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,56.76,11593,116,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-05,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,62.69,10366,168,6,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-06,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,34.8,6982,70,2,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-07,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,108.67,13477,108,1,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-08,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,88.73,12309,203,5,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-09,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,66.78,16163,181,2,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-10,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,125.64,14302,215,8,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-11,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,88.66,14037,241,4,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-12,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,128.17,19569,351,11,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-13,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,100.83,14523,159,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-14,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,83.67,13445,154,4,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-15,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,95.93,18346,188,7,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-16,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,88.37,21570,295,6,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-17,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,78.6,15252,294,4,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-18,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,121.43,25050,210,2,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-19,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,129.8,22199,316,7,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-20,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,112.95,22107,288,10,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-21,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,116.43,22311,366,12,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-22,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,77.93,12359,202,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-23,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,60.07,8002,143,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-24,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,63.02,8341,95,1,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-25,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,92.63,23065,363,7,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-26,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,84.64,15556,245,8,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-27,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,67.56,10111,200,5,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-28,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,54.14,7967,90,1,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-29,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,61.19,14950,138,2,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-30,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,66.73,8604,71,1,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-10-31,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,38.5,7710,130,3,IT,Conversion,Always On Sales,Retargeting,image,2023,10
2023-11-01,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,87.56,11073,106,1,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-02,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,80.71,14791,162,6,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-03,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,52.69,6156,102,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-04,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,32.55,6583,98,3,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-05,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,97.12,12419,170,5,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-06,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,32.95,4666,55,1,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-07,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,27.88,5923,110,1,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-08,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,95.85,10928,169,4,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-09,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,71.98,8682,71,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-10,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,96.58,11543,189,4,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-11,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,119.73,14909,120,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-12,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,132.11,17000,266,9,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-13,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,38.88,4327,74,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-14,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,129.04,29117,397,6,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-15,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,95.38,13478,140,5,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-16,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,36.44,5115,59,1,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-17,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,58.76,10175,148,3,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-18,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,83.51,12831,133,5,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-19,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,68.53,11330,128,4,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-20,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,107.21,21436,274,8,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-21,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,31.28,6262,58,1,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-22,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,90.49,10709,204,7,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-23,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,35.55,5251,69,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-24,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,131.0,15861,256,7,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-25,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,84.07,17647,347,4,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-26,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,81.09,9021,87,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-27,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,128.35,22899,251,2,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-28,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,29.82,3449,46,0,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-29,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,38.16,4945,86,3,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-11-30,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,52.86,8874,72,0,IT,Conversion,Always On Sales,Retargeting,image,2023,11
2023-12-01,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,66.29,16452,328,8,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-02,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,170.38,26838,222,5,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-03,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,132.24,17629,287,8,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-04,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,59.03,10493,136,3,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-05,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,170.38,35969,605,13,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-06,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,144.23,27779,422,10,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-07,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,166.72,34345,643,8,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-08,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,162.5,25822,403,7,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-09,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,192.74,21841,244,8,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-10,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,99.31,11538,112,3,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-11,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,61.38,10342,185,2,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-12,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,76.79,8885,146,3,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-13,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,42.72,8238,67,1,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-14,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,142.98,26356,238,6,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-15,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,162.09,28699,537,7,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-16,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,175.81,26355,401,10,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-17,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,115.89,27286,269,3,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-18,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,38.59,5458,106,1,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-19,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,35.11,4527,51,1,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-20,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,166.19,24663,345,12,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-21,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,119.06,13424,166,6,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-22,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,137.65,19244,263,7,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-23,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,197.7,48572,757,27,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-24,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,70.27,8597,166,4,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-25,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,160.23,33711,278,7,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-26,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,109.9,13450,209,2,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-27,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,45.22,7581,91,3,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-28,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,143.51,16032,257,4,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-29,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,63.71,10322,89,2,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-30,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,183.62,21253,367,4,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-12-31,Facebook,FA1022,AS50040,AD900061,ITA-conv.||evergreen sales,xx  Remarketing.Italy||Reels,alwayson -_ASSET img,64.01,9422,104,2,IT,Conversion,Always On Sales,Retargeting,image,2023,12
2023-10-01,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,94.46,19154,324,7,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-02,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,119.53,14324,215,2,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-03,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,95.8,16357,174,4,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-04,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,30.75,6999,74,2,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-05,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,34.77,4667,68,1,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-06,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,107.02,21058,225,8,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-07,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,55.93,12127,185,2,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-08,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,81.17,19350,182,3,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-09,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,83.16,11123,165,4,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-10,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,108.61,26383,229,5,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-11,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,69.77,11777,128,3,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-12,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,80.37,14351,243,5,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-13,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,94.27,16975,246,5,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-14,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,34.12,7951,75,2,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-15,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,97.75,11923,96,1,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-16,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,45.17,10875,156,6,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-17,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,97.38,12308,138,2,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-18,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,106.51,20541,334,12,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-19,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,34.6,6090,114,4,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-20,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,27.16,6501,126,4,IT,Conversion,Always On Sales,Retargeting,static,2023,10
2023-10-21,Facebook,FA1022,AS50041,AD900062,ITA-conv.||evergreen sales,RETARGET-italy|placement-auto,always on sa_ADstatic copy,138.19,18943,171,6,IT,Conversion,Always On Sales,Retargeting,static,2023,10
